t_mono,changed,ch0,ch1,ch2,ch3,ch4,ch5,ch6
479849.407102,1,-0.717994,0.0150646,0.993448,-2.24295,0.519043,2.46055,0.651227
479849.412131,1,-0.717994,0.0150675,0.993448,-2.24296,0.519045,2.46055,0.651232
479849.417117,1,-0.717992,0.0150696,0.993447,-2.24295,0.519043,2.46054,0.651229
479849.422094,1,-0.717994,0.0150657,0.993449,-2.24295,0.519042,2.46054,0.651228
479849.427104,1,-0.717992,0.015066,0.99345,-2.24295,0.519044,2.46054,0.651225
479849.432069,1,-0.717988,0.015069,0.99345,-2.24295,0.519045,2.46054,0.651227
479849.437057,1,-0.717991,0.015066,0.993454,-2.24296,0.519043,2.46054,0.651234
479849.442039,1,-0.717991,0.0150673,0.993451,-2.24295,0.519045,2.46054,0.651232
479849.447134,1,-0.717988,0.0150707,0.993452,-2.24296,0.519048,2.46054,0.651227
479849.452122,1,-0.717991,0.0150695,0.993448,-2.24295,0.519043,2.46054,0.651236
479849.457030,1,-0.717992,0.0150718,0.99345,-2.24296,0.519045,2.46054,0.651225
479849.462103,1,-0.717992,0.0150701,0.993455,-2.24295,0.519047,2.46054,0.65123
479849.467039,1,-0.717991,0.0150702,0.993448,-2.24295,0.519041,2.46054,0.651232
479849.472022,1,-0.717995,0.015066,0.99345,-2.24295,0.519045,2.46054,0.651227
479849.476993,1,-0.717994,0.0150676,0.993448,-2.24296,0.519043,2.46054,0.65123
479849.482109,1,-0.717992,0.0150694,0.993448,-2.24295,0.519045,2.46054,0.651231
479849.487021,1,-0.717993,0.0150638,0.993448,-2.24295,0.519042,2.46054,0.651231
479849.492003,1,-0.717993,0.0150643,0.993448,-2.24296,0.519043,2.46054,0.651232
479849.497036,1,-0.71799,0.0150635,0.99345,-2.24296,0.519046,2.46054,0.651228
479849.502055,1,-0.71799,0.0150655,0.993452,-2.24296,0.519044,2.46054,0.651233
479849.507024,1,-0.717991,0.0150653,0.993456,-2.24295,0.519042,2.46054,0.651228
479849.512118,1,-0.717991,0.0150655,0.993445,-2.24295,0.519047,2.46054,0.651232
479849.517099,1,-0.717994,0.0150714,0.993448,-2.24296,0.519046,2.46054,0.651235
479849.522062,1,-0.717992,0.0150731,0.993452,-2.24295,0.519042,2.46054,0.651227
479849.527057,1,-0.717989,0.0150675,0.99345,-2.24296,0.519046,2.46054,0.651227
479849.532049,1,-0.717992,0.0150692,0.993454,-2.24296,0.519046,2.46054,0.651233
479849.537008,1,-0.717992,0.0150718,0.993451,-2.24296,0.519041,2.46054,0.65123
479849.541981,1,-0.717992,0.0150691,0.99345,-2.24295,0.519045,2.46054,0.651233
479849.547053,1,-0.717992,0.0150691,0.993448,-2.24296,0.519046,2.46054,0.651225
479849.552082,1,-0.717989,0.0150657,0.993448,-2.24296,0.519043,2.46054,0.651226
479849.557022,1,-0.717992,0.0150694,0.993452,-2.24296,0.519042,2.46054,0.651232
479849.562098,1,-0.717994,0.0150653,0.99345,-2.24295,0.519043,2.46054,0.651227
479849.567030,1,-0.717994,0.0150621,0.993444,-2.24295,0.519042,2.46054,0.651231
479849.572091,1,-0.717992,0.0150601,0.993445,-2.24296,0.51904,2.46054,0.651235
479849.577049,1,-0.717994,0.0150657,0.993452,-2.24296,0.519043,2.46054,0.651228
479849.582132,1,-0.717992,0.0150635,0.993448,-2.24296,0.519042,2.46054,0.651233
479849.587023,1,-0.717989,0.0150653,0.993452,-2.24296,0.519042,2.46054,0.651233
479849.592095,1,-0.717994,0.015066,0.993448,-2.24295,0.519042,2.46054,0.651224
479849.597096,1,-0.717991,0.0150675,0.99345,-2.24296,0.519043,2.46054,0.651229
479849.602086,1,-0.717994,0.0150711,0.993451,-2.24295,0.519046,2.46054,0.65123
479849.607071,1,-0.717991,0.0150735,0.993452,-2.24296,0.519042,2.46054,0.651233
479849.612095,1,-0.717992,0.0150768,0.993448,-2.24295,0.519046,2.46054,0.651228
479849.617071,1,-0.717994,0.0150731,0.993448,-2.24296,0.519042,2.46054,0.651233
479849.622079,1,-0.717994,0.0150755,0.993446,-2.24295,0.519045,2.46054,0.651226
479849.627114,1,-0.717996,0.0150755,0.993452,-2.24296,0.519045,2.46054,0.651227
479849.632032,1,-0.717992,0.0150712,0.99345,-2.24295,0.519043,2.46054,0.651233
479849.637044,1,-0.717994,0.0150697,0.99345,-2.24296,0.519044,2.46054,0.651231
479849.642047,1,-0.717989,0.0150673,0.993448,-2.24295,0.519042,2.46054,0.651227
479849.647138,1,-0.717992,0.0150653,0.993451,-2.24295,0.519043,2.46054,0.651222
479849.652072,1,-0.717992,0.0150654,0.99345,-2.24295,0.519044,2.46054,0.651233
479849.657009,1,-0.717996,0.0150608,0.993448,-2.24296,0.519044,2.46054,0.65123
479849.662143,1,-0.717996,0.015064,0.993448,-2.24296,0.519044,2.46054,0.651234
479849.667027,1,-0.717994,0.0150621,0.993451,-2.24296,0.519042,2.46054,0.651233
479849.672017,1,-0.717993,0.0150635,0.993444,-2.24296,0.519041,2.46054,0.651232
479849.677014,1,-0.717996,0.0150711,0.993448,-2.24296,0.519041,2.46054,0.651228
479849.682090,1,-0.717997,0.0150694,0.993446,-2.24295,0.519046,2.46054,0.651233
479849.687010,1,-0.717998,0.0150673,0.993446,-2.24296,0.519041,2.46054,0.651233
479849.692060,1,-0.717996,0.0150681,0.993446,-2.24295,0.519042,2.46054,0.651231
479849.697086,1,-0.717994,0.0150674,0.99345,-2.24296,0.519042,2.46054,0.651227
479849.702058,1,-0.717992,0.0150673,0.993446,-2.24295,0.519041,2.46054,0.65123
479849.707030,1,-0.717994,0.0150655,0.993445,-2.24296,0.519042,2.46054,0.651231
479849.712125,1,-0.717996,0.015069,0.993449,-2.24295,0.519043,2.46054,0.651229
479849.717048,1,-0.717991,0.0150711,0.99345,-2.24296,0.519044,2.46054,0.651231
479849.722022,1,-0.717996,0.0150653,0.993448,-2.24296,0.519041,2.46054,0.651228
479849.727050,1,-0.717993,0.0150673,0.993446,-2.24296,0.519046,2.46054,0.651232
479849.732041,1,-0.717994,0.0150673,0.993452,-2.24296,0.519045,2.46054,0.651228
479849.737044,1,-0.717991,0.015066,0.993449,-2.24296,0.519042,2.46054,0.651236
479849.742007,1,-0.717996,0.0150673,0.993443,-2.24296,0.519046,2.46054,0.651233
479849.747100,1,-0.717992,0.0150736,0.99345,-2.24295,0.519041,2.46054,0.65123
479849.752110,1,-0.717992,0.015069,0.993446,-2.24296,0.519042,2.46054,0.651228
479849.757027,1,-0.717994,0.0150713,0.993444,-2.24296,0.519044,2.46054,0.651229
479849.762132,1,-0.717995,0.0150731,0.993446,-2.24296,0.519045,2.46054,0.651229
479849.767098,1,-0.717998,0.0150751,0.993442,-2.24296,0.519044,2.46054,0.651228
479849.772085,1,-0.717996,0.0150707,0.993445,-2.24295,0.519041,2.46054,0.651228
479849.777051,1,-0.717994,0.0150735,0.993444,-2.24296,0.519041,2.46054,0.651231
479849.782133,1,-0.717996,0.015069,0.993446,-2.24296,0.519041,2.46054,0.651227
479849.787050,1,-0.717996,0.015068,0.993446,-2.24296,0.519041,2.46054,0.651231
479849.792064,1,-0.717994,0.0150674,0.993449,-2.24295,0.519045,2.46054,0.651233
479849.797147,1,-0.717996,0.0150714,0.993446,-2.24296,0.519041,2.46054,0.65123
479849.802126,1,-0.717992,0.0150683,0.993444,-2.24295,0.519041,2.46054,0.651224
479849.807042,1,-0.717992,0.0150737,0.993448,-2.24296,0.519041,2.46054,0.651235
479849.812114,1,-0.717994,0.0150697,0.993448,-2.24296,0.519046,2.46054,0.651234
479849.817101,1,-0.717991,0.0150711,0.993446,-2.24296,0.519041,2.46054,0.651227
479849.822033,1,-0.717992,0.0150731,0.99345,-2.24296,0.519044,2.46054,0.651235
479849.827047,1,-0.71799,0.0150729,0.99345,-2.24297,0.519043,2.46054,0.65123
479849.832040,1,-0.717989,0.0150737,0.993448,-2.24296,0.51904,2.46054,0.651229
479849.837080,1,-0.717992,0.0150793,0.993456,-2.24296,0.51904,2.46054,0.651235
479849.841992,1,-0.717992,0.0150792,0.993451,-2.24296,0.519042,2.46054,0.651226
479849.847114,1,-0.717992,0.0150747,0.993452,-2.24297,0.519039,2.46053,0.65123
479849.852025,1,-0.717991,0.0150739,0.99345,-2.24297,0.51904,2.46054,0.651231
479849.857028,1,-0.717996,0.0150736,0.993448,-2.24297,0.519039,2.46054,0.651228
479849.862080,1,-0.717992,0.0150736,0.99345,-2.24297,0.519044,2.46053,0.651227
479849.867099,1,-0.717994,0.0150756,0.993454,-2.24297,0.519042,2.46054,0.651226
479849.872026,1,-0.717993,0.0150759,0.993445,-2.24297,0.519041,2.46054,0.65123
479849.877088,1,-0.717996,0.0150714,0.993452,-2.24296,0.519039,2.46054,0.651231
479849.882073,1,-0.717991,0.0150704,0.993452,-2.24297,0.519043,2.46054,0.651226
479849.887029,1,-0.717992,0.0150697,0.993446,-2.24297,0.519039,2.46053,0.651228
479849.892073,1,-0.717992,0.0150729,0.993446,-2.24297,0.51904,2.46054,0.651233
479849.897123,1,-0.717998,0.0150776,0.993451,-2.24297,0.519041,2.46053,0.651229
479849.902122,1,-0.717992,0.0150703,0.99345,-2.24297,0.51904,2.46054,0.651229
479849.907111,1,-0.717994,0.0150713,0.99345,-2.24297,0.519042,2.46053,0.651227
479849.912117,1,-0.717992,0.0150699,0.993454,-2.24297,0.519047,2.46053,0.651228
479849.917025,1,-0.717991,0.0150776,0.993451,-2.24297,0.519045,2.46054,0.651229
479849.922084,1,-0.717994,0.0150756,0.993446,-2.24297,0.519047,2.46053,0.651231
479849.927075,1,-0.717992,0.0150737,0.993448,-2.24297,0.519043,2.46053,0.651231
479849.932053,1,-0.717992,0.0150809,0.993448,-2.24297,0.519045,2.46053,0.651229
479849.936977,1,-0.717992,0.0150792,0.99345,-2.24297,0.519042,2.46053,0.651226
479849.941974,1,-0.717989,0.0150769,0.993452,-2.24297,0.519043,2.46054,0.651229
479849.947081,1,-0.717994,0.0150773,0.993445,-2.24297,0.519042,2.46054,0.651232
479849.952016,1,-0.717988,0.0150759,0.993448,-2.24297,0.519039,2.46053,0.651226
479849.956981,1,-0.717992,0.0150758,0.993448,-2.24297,0.519042,2.46054,0.651226
479849.962070,1,-0.717994,0.0150739,0.993447,-2.24297,0.519041,2.46054,0.651231
479849.966980,1,-0.717992,0.0150715,0.99345,-2.24297,0.519043,2.46053,0.651233
479849.972008,1,-0.717998,0.0150728,0.99345,-2.24297,0.519041,2.46053,0.651235
479849.977021,1,-0.717996,0.01508,0.993448,-2.24297,0.519043,2.46053,0.651231
479849.982121,1,-0.717998,0.0150737,0.993446,-2.24297,0.51904,2.46053,0.651228
479849.986982,1,-0.717994,0.0150776,0.993448,-2.24297,0.519043,2.46054,0.651227
479849.992068,1,-0.717994,0.0150759,0.99345,-2.24297,0.519039,2.46054,0.651233
479849.997076,1,-0.717993,0.0150786,0.99345,-2.24297,0.519043,2.46053,0.651231
479850.002106,1,-0.717992,0.0150759,0.993451,-2.24297,0.519042,2.46053,0.651229
479850.007094,1,-0.717992,0.0150854,0.993448,-2.24297,0.519041,2.46053,0.651227
479850.012118,1,-0.717989,0.0150813,0.993448,-2.24298,0.519041,2.46053,0.651224
479850.017117,1,-0.717992,0.0150792,0.993449,-2.24297,0.519041,2.46054,0.651229
479850.022062,1,-0.717992,0.015083,0.99345,-2.24297,0.519043,2.46053,0.651232
479850.027029,1,-0.717994,0.0150757,0.99345,-2.24297,0.519041,2.46054,0.65123
479850.032058,1,-0.717991,0.0150759,0.99345,-2.24297,0.519046,2.46053,0.65123
479850.037053,1,-0.717991,0.0150776,0.99345,-2.24297,0.519041,2.46053,0.651226
479850.042052,1,-0.71799,0.0150715,0.993447,-2.24297,0.519044,2.46054,0.651229
479850.047138,1,-0.717992,0.0150758,0.99345,-2.24297,0.519045,2.46053,0.651227
479850.052102,1,-0.717992,0.0150721,0.993447,-2.24298,0.519045,2.46053,0.651235
479850.057078,1,-0.717996,0.0150758,0.993445,-2.24297,0.519041,2.46054,0.651231
479850.062146,1,-0.717994,0.015076,0.993444,-2.24297,0.519044,2.46053,0.651229
479850.067065,1,-0.717996,0.0150773,0.993446,-2.24297,0.519041,2.46054,0.651234
479850.072034,1,-0.717996,0.0150739,0.993446,-2.24297,0.519042,2.46053,0.651223
479850.077027,1,-0.718,0.0150768,0.993446,-2.24297,0.519042,2.46053,0.651233
479850.082126,1,-0.717998,0.0150737,0.993445,-2.24297,0.519042,2.46053,0.651235
479850.087039,1,-0.717996,0.0150776,0.993442,-2.24297,0.519041,2.46054,0.651227
479850.092093,1,-0.717998,0.0150811,0.993442,-2.24297,0.51904,2.46054,0.651226
479850.097097,1,-0.718,0.0150844,0.99344,-2.24297,0.51904,2.46053,0.651233
479850.102109,1,-0.717998,0.01508,0.993443,-2.24297,0.51904,2.46053,0.651227
479850.107118,1,-0.718,0.0150813,0.993444,-2.24298,0.519043,2.46053,0.651231
479850.112104,1,-0.717998,0.0150813,0.993446,-2.24298,0.519041,2.46053,0.651227
479850.117170,1,-0.717998,0.0150776,0.993446,-2.24297,0.519044,2.46054,0.651232
479850.122064,1,-0.717996,0.0150814,0.993446,-2.24298,0.519038,2.46054,0.651233
479850.127106,1,-0.718,0.0150783,0.993444,-2.24298,0.519041,2.46053,0.651231
479850.132016,1,-0.717995,0.015074,0.993444,-2.24298,0.519042,2.46054,0.651224
479850.137094,1,-0.717998,0.0150762,0.993444,-2.24298,0.519043,2.46054,0.651226
479850.142049,1,-0.717997,0.0150756,0.993441,-2.24298,0.519044,2.46053,0.651232
479850.147120,1,-0.717996,0.0150783,0.993444,-2.24298,0.519045,2.46053,0.651233
479850.152108,1,-0.717998,0.0150759,0.993446,-2.24297,0.51904,2.46053,0.651227
479850.157005,1,-0.717995,0.0150793,0.993446,-2.24298,0.519041,2.46053,0.651228
479850.162130,1,-0.717994,0.0150811,0.993448,-2.24298,0.519041,2.46053,0.651231
479850.167082,1,-0.717995,0.0150793,0.993447,-2.24297,0.519043,2.46053,0.651232
479850.172102,1,-0.717994,0.0150813,0.993448,-2.24297,0.51904,2.46053,0.651232
479850.177078,1,-0.717996,0.0150814,0.993446,-2.24297,0.519042,2.46053,0.651233
479850.182131,1,-0.717998,0.015083,0.99345,-2.24298,0.519045,2.46053,0.651229
479850.187037,1,-0.717994,0.0150837,0.993446,-2.24298,0.519041,2.46054,0.651226
479850.192039,1,-0.717993,0.0150801,0.99345,-2.24298,0.519041,2.46053,0.651226
479850.197077,1,-0.717992,0.0150814,0.99345,-2.24298,0.519041,2.46053,0.651229
479850.202087,1,-0.717994,0.0150761,0.993451,-2.24297,0.519043,2.46054,0.651231
479850.207053,1,-0.717992,0.0150778,0.993448,-2.24297,0.519045,2.46054,0.651232
479850.212124,1,-0.717994,0.0150739,0.993454,-2.24297,0.519042,2.46053,0.651225
479850.217115,1,-0.717991,0.0150759,0.993447,-2.24297,0.519045,2.46054,0.651233
479850.222039,1,-0.717994,0.0150685,0.993445,-2.24297,0.519045,2.46054,0.651233
479850.227110,1,-0.717994,0.0150736,0.99345,-2.24297,0.519043,2.46053,0.651229
479850.232124,1,-0.717994,0.015074,0.993443,-2.24298,0.519041,2.46053,0.651226
479850.237094,1,-0.717994,0.0150722,0.993448,-2.24297,0.519044,2.46053,0.651227
479850.242030,1,-0.717994,0.0150751,0.993448,-2.24297,0.519042,2.46054,0.651229
479850.247139,1,-0.717994,0.0150774,0.993445,-2.24297,0.519046,2.46054,0.651235
479850.252102,1,-0.717996,0.0150759,0.993445,-2.24297,0.519042,2.46053,0.651231
479850.257057,1,-0.717994,0.0150776,0.99345,-2.24297,0.519042,2.46053,0.651227
479850.262126,1,-0.717994,0.0150767,0.993446,-2.24297,0.519042,2.46053,0.651233
479850.267077,1,-0.717994,0.0150759,0.993447,-2.24298,0.519047,2.46054,0.651232
479850.272050,1,-0.717992,0.0150799,0.993444,-2.24297,0.519045,2.46053,0.651234
479850.276970,1,-0.717993,0.0150759,0.993448,-2.24297,0.519042,2.46053,0.651227
479850.282114,1,-0.717991,0.0150722,0.993446,-2.24298,0.519041,2.46054,0.651231
479850.287016,1,-0.717992,0.0150776,0.993448,-2.24297,0.519041,2.46053,0.651231
479850.292093,1,-0.717992,0.0150722,0.993447,-2.24297,0.519042,2.46053,0.651231
479850.297138,1,-0.717991,0.0150762,0.99345,-2.24297,0.519044,2.46054,0.651225
479850.302072,1,-0.717996,0.0150701,0.993449,-2.24298,0.519041,2.46053,0.651231
479850.307057,1,-0.717994,0.0150704,0.993449,-2.24298,0.519044,2.46053,0.651233
479850.312043,1,-0.717996,0.0150726,0.993445,-2.24297,0.51904,2.46054,0.651231
479850.317074,1,-0.717996,0.0150759,0.99345,-2.24297,0.519042,2.46053,0.651227
479850.322039,1,-0.717998,0.0150759,0.993444,-2.24297,0.51904,2.46054,0.651231
479850.327088,1,-0.717998,0.0150729,0.993446,-2.24297,0.519042,2.46054,0.651227
479850.332049,1,-0.718,0.0150732,0.993444,-2.24298,0.519044,2.46053,0.651235
479850.337113,1,-0.717996,0.0150722,0.993444,-2.24297,0.519041,2.46053,0.651235
479850.342025,1,-0.717998,0.0150732,0.993444,-2.24297,0.519041,2.46053,0.651231
479850.347107,1,-0.717998,0.0150731,0.993447,-2.24297,0.519041,2.46053,0.651225
479850.352057,1,-0.717998,0.015076,0.993446,-2.24297,0.519041,2.46054,0.651231
479850.357069,1,-0.717992,0.0150722,0.993449,-2.24298,0.519042,2.46053,0.651229
479850.362110,1,-0.717994,0.0150739,0.993448,-2.24297,0.51904,2.46053,0.651233
479850.367105,1,-0.717993,0.0150739,0.993448,-2.24297,0.519041,2.46054,0.651231
479850.372034,1,-0.717996,0.0150759,0.993446,-2.24297,0.519043,2.46053,0.651226
479850.377083,1,-0.717996,0.0150756,0.993448,-2.24298,0.519044,2.46054,0.651226
479850.382126,1,-0.717994,0.0150736,0.993446,-2.24297,0.519039,2.46053,0.651229
479850.387049,1,-0.717994,0.0150755,0.993448,-2.24297,0.519043,2.46053,0.651231
479850.392065,1,-0.717994,0.0150759,0.993446,-2.24298,0.519042,2.46054,0.651231
479850.397139,1,-0.717998,0.0150759,0.993444,-2.24298,0.519041,2.46053,0.651233
479850.402086,1,-0.717996,0.0150776,0.993446,-2.24297,0.519043,2.46054,0.651227
479850.407102,1,-0.717996,0.015076,0.99344,-2.24297,0.519043,2.46053,0.651228
479850.412111,1,-0.717997,0.0150776,0.993446,-2.24297,0.519041,2.46053,0.651234
479850.417107,1,-0.717996,0.0150756,0.993444,-2.24298,0.519042,2.46054,0.651231
479850.421993,1,-0.717997,0.0150797,0.993443,-2.24297,0.51904,2.46054,0.651232
479850.427030,1,-0.717998,0.0150798,0.993444,-2.24297,0.519039,2.46053,0.651231
479850.432076,1,-0.717998,0.0150793,0.993445,-2.24297,0.519044,2.46054,0.65123
479850.437083,1,-0.717996,0.0150784,0.993443,-2.24298,0.51904,2.46053,0.651235
479850.442036,1,-0.717996,0.0150776,0.993446,-2.24298,0.519043,2.46053,0.651231
479850.447107,1,-0.717993,0.01508,0.993444,-2.24297,0.51904,2.46053,0.651227
479850.452107,1,-0.717992,0.0150797,0.993444,-2.24298,0.519042,2.46053,0.651232
479850.457015,1,-0.717992,0.0150801,0.993446,-2.24298,0.51904,2.46053,0.651227
479850.462062,1,-0.717994,0.0150793,0.993447,-2.24297,0.519042,2.46053,0.651231
479850.467055,1,-0.717994,0.0150783,0.993444,-2.24297,0.519044,2.46054,0.651231
479850.472028,1,-0.717994,0.015074,0.993445,-2.24298,0.51904,2.46054,0.651227
479850.477026,1,-0.717998,0.0150721,0.993443,-2.24297,0.51904,2.46053,0.651228
479850.482055,1,-0.717996,0.0150739,0.993445,-2.24297,0.519041,2.46053,0.651228
479850.486997,1,-0.717992,0.0150739,0.993448,-2.24298,0.51904,2.46054,0.651225
479850.492101,1,-0.717992,0.0150704,0.993444,-2.24297,0.519044,2.46053,0.651232
479850.497123,1,-0.717996,0.0150739,0.993444,-2.24297,0.519042,2.46053,0.651233
479850.502108,1,-0.717991,0.01507,0.993442,-2.24297,0.519041,2.46054,0.651231
479850.507110,1,-0.717996,0.0150761,0.993446,-2.24297,0.519041,2.46053,0.651228
479850.512095,1,-0.717998,0.0150736,0.993446,-2.24297,0.519041,2.46053,0.651233
479850.517037,1,-0.717993,0.0150739,0.993448,-2.24297,0.519041,2.46053,0.651227
479850.522213,1,-0.717995,0.0150793,0.993443,-2.24298,0.519041,2.46053,0.651234
479850.527093,1,-0.717995,0.0150793,0.993446,-2.24297,0.51904,2.46053,0.651228
479850.532086,1,-0.717998,0.0150776,0.993447,-2.24297,0.519045,2.46053,0.651226
479850.537095,1,-0.717996,0.0150813,0.993448,-2.24297,0.519041,2.46053,0.651231
479850.542091,1,-0.717995,0.0150776,0.993446,-2.24298,0.51904,2.46053,0.651235
479850.547148,1,-0.717997,0.0150872,0.993446,-2.24298,0.51904,2.46053,0.651231
479850.552117,1,-0.717996,0.0150834,0.993441,-2.24298,0.519041,2.46053,0.651233
479850.557047,1,-0.717996,0.0150776,0.993446,-2.24298,0.519042,2.46053,0.651228
479850.562132,1,-0.717996,0.0150747,0.993444,-2.24298,0.519041,2.46053,0.651236
479850.567113,1,-0.717992,0.0150805,0.993446,-2.24298,0.519041,2.46053,0.651232
479850.572044,1,-0.717998,0.015078,0.993446,-2.24298,0.51904,2.46053,0.651233
479850.577217,1,-0.717996,0.0150737,0.993444,-2.24297,0.519046,2.46054,0.651229
479850.582111,1,-0.717992,0.0150731,0.993446,-2.24298,0.519043,2.46053,0.65123
479850.587040,1,-0.717998,0.0150741,0.993445,-2.24298,0.51904,2.46054,0.651231
479850.592105,1,-0.717994,0.0150721,0.993446,-2.24297,0.51904,2.46053,0.651231
479850.597147,1,-0.717996,0.0150759,0.993446,-2.24297,0.51904,2.46053,0.651229
479850.602145,1,-0.717994,0.0150761,0.993445,-2.24298,0.519041,2.46054,0.651233
479850.607058,1,-0.717995,0.0150759,0.993445,-2.24298,0.51904,2.46053,0.65123
479850.612088,1,-0.717995,0.0150778,0.993444,-2.24298,0.51904,2.46053,0.65123
479850.617118,1,-0.717994,0.015083,0.993447,-2.24298,0.51904,2.46053,0.651232
479850.622083,1,-0.717998,0.0150807,0.993444,-2.24298,0.519044,2.46053,0.651227
479850.627090,1,-0.717997,0.0150815,0.993439,-2.24298,0.519037,2.46053,0.651233
479850.632038,1,-0.717998,0.0150868,0.993446,-2.24298,0.51904,2.46053,0.651234
479850.637087,1,-0.717994,0.0150801,0.993445,-2.24298,0.519041,2.46053,0.651228
479850.642059,1,-0.718,0.0150776,0.993444,-2.24298,0.51904,2.46053,0.651227
479850.647163,1,-0.717998,0.01508,0.993442,-2.24297,0.51904,2.46053,0.651229
479850.652111,1,-0.717996,0.0150776,0.993446,-2.24298,0.519043,2.46053,0.651225
479850.657107,1,-0.717998,0.0150794,0.993441,-2.24298,0.519041,2.46053,0.651231
479850.662123,1,-0.717998,0.015076,0.993446,-2.24297,0.519043,2.46053,0.651227
479850.667107,1,-0.717997,0.0150778,0.99344,-2.24298,0.51904,2.46053,0.651231
479850.672094,1,-0.717996,0.0150742,0.993444,-2.24298,0.519041,2.46053,0.651224
479850.677073,1,-0.717996,0.015076,0.993442,-2.24298,0.519045,2.46053,0.651231
479850.682123,1,-0.717999,0.015074,0.993442,-2.24297,0.51904,2.46053,0.65123
479850.687014,1,-0.718,0.0150776,0.99344,-2.24298,0.519041,2.46053,0.651228
479850.692121,1,-0.717999,0.0150776,0.993442,-2.24298,0.519043,2.46053,0.651223
479850.697126,1,-0.717998,0.0150776,0.993443,-2.24298,0.519041,2.46053,0.651227
479850.702073,1,-0.717999,0.0150773,0.993444,-2.24298,0.519039,2.46053,0.651231
479850.707068,1,-0.717999,0.0150814,0.993441,-2.24298,0.519038,2.46053,0.651231
479850.712135,1,-0.718,0.0150759,0.993442,-2.24298,0.51904,2.46053,0.651224
479850.717104,1,-0.717998,0.0150798,0.993442,-2.24298,0.519042,2.46053,0.651228
479850.722040,1,-0.717997,0.0150777,0.993446,-2.24297,0.519039,2.46053,0.651228
479850.727082,1,-0.717996,0.0150797,0.993443,-2.24298,0.519041,2.46053,0.651227
479850.732122,1,-0.718,0.0150759,0.993442,-2.24298,0.519044,2.46053,0.651234
479850.737101,1,-0.717994,0.0150752,0.993445,-2.24298,0.51904,2.46053,0.651233
479850.742013,1,-0.717998,0.0150754,0.993442,-2.24298,0.519044,2.46053,0.651231
479850.747147,1,-0.717996,0.0150715,0.993444,-2.24298,0.519039,2.46053,0.651225
479850.752110,1,-0.718,0.0150759,0.993443,-2.24298,0.519041,2.46053,0.651226
479850.757112,1,-0.718,0.0150794,0.993441,-2.24298,0.51904,2.46053,0.65123
479850.762109,1,-0.718003,0.0150729,0.993442,-2.24298,0.51904,2.46053,0.651224
479850.767096,1,-0.718,0.0150759,0.993444,-2.24298,0.519039,2.46054,0.651233
479850.772104,1,-0.718,0.0150772,0.993441,-2.24298,0.519043,2.46053,0.651229
479850.777099,1,-0.718,0.0150835,0.99344,-2.24298,0.519039,2.46053,0.651227
479850.782128,1,-0.718004,0.0150759,0.993442,-2.24298,0.51904,2.46054,0.651234
479850.787077,1,-0.718002,0.01508,0.993438,-2.24298,0.519036,2.46053,0.65123
479850.792073,1,-0.718005,0.0150838,0.993438,-2.24299,0.519037,2.46053,0.651227
479850.797141,1,-0.718,0.0150814,0.993437,-2.24298,0.519038,2.46053,0.651226
479850.802115,1,-0.718007,0.0150834,0.993431,-2.24299,0.519038,2.46053,0.651233
479850.807090,1,-0.718005,0.0150833,0.993435,-2.24298,0.519037,2.46053,0.651233
479850.812130,1,-0.718004,0.0150776,0.993436,-2.24298,0.519037,2.46053,0.65123
479850.817065,1,-0.71801,0.0150801,0.993433,-2.24298,0.519038,2.46053,0.65123
479850.822029,1,-0.718008,0.0150805,0.99343,-2.24299,0.519037,2.46053,0.651231
479850.826958,1,-0.71801,0.0150752,0.99343,-2.24298,0.519035,2.46054,0.651228
479850.832049,1,-0.718008,0.0150851,0.993428,-2.24299,0.519037,2.46053,0.65123
479850.837101,1,-0.718013,0.0150801,0.993428,-2.24299,0.519036,2.46053,0.651227
479850.842067,1,-0.718012,0.0150775,0.993425,-2.24299,0.519035,2.46053,0.651223
479850.847179,1,-0.718014,0.0150777,0.993427,-2.24298,0.519035,2.46054,0.651235
479850.852119,1,-0.718015,0.0150817,0.993422,-2.24299,0.519037,2.46053,0.651237
479850.857078,1,-0.718015,0.01508,0.993422,-2.24299,0.519036,2.46053,0.651231
479850.862131,1,-0.718014,0.0150835,0.993419,-2.24299,0.519037,2.46053,0.65123
479850.867101,1,-0.718011,0.0150813,0.993419,-2.24299,0.519034,2.46053,0.651227
479850.872068,1,-0.718017,0.0150847,0.993417,-2.24299,0.519035,2.46053,0.651233
479850.877045,1,-0.718013,0.0150821,0.993416,-2.24299,0.519035,2.46053,0.651234
479850.882081,1,-0.718016,0.0150851,0.993421,-2.24299,0.519032,2.46053,0.651225
479850.887015,1,-0.718014,0.0150804,0.993421,-2.24299,0.519036,2.46053,0.651227
479850.892034,1,-0.718011,0.0150796,0.993419,-2.24298,0.519036,2.46053,0.651231
479850.897043,1,-0.718013,0.0150741,0.993416,-2.24299,0.519035,2.46053,0.65123
479850.902135,1,-0.718012,0.01508,0.99342,-2.24299,0.519035,2.46053,0.651227
479850.907084,1,-0.718013,0.0150766,0.99342,-2.24298,0.51903,2.46054,0.651226
479850.912081,1,-0.718011,0.0150793,0.993418,-2.24299,0.519037,2.46053,0.651232
479850.917056,1,-0.718013,0.0150741,0.99342,-2.24299,0.519035,2.46053,0.651233
479850.922025,1,-0.718014,0.0150783,0.993422,-2.24299,0.519034,2.46053,0.65123
